Time,Port,Metric,Value
2026-05-13 23:05:13.000,0,obytes,0
2026-05-13 23:05:13.000,0,oerrors,0
2026-05-13 23:05:13.000,0,ibytes,810
2026-05-13 23:05:13.000,0,opackets,0
2026-05-13 23:05:13.000,0,imissed,0
2026-05-13 23:05:13.000,0,ipackets,3
2026-05-13 23:05:13.000,0,rx_nombuf,0
2026-05-13 23:05:13.000,0,ierrors,0
2026-05-13 23:05:13.000,n,Value,1
2026-05-13 23:05:14.000,0,obytes,711406484
2026-05-13 23:05:14.000,0,oerrors,32
2026-05-13 23:05:14.000,0,ibytes,810
2026-05-13 23:05:14.000,0,opackets,11856811
2026-05-13 23:05:14.000,0,imissed,0
2026-05-13 23:05:14.000,0,ipackets,3
2026-05-13 23:05:14.000,0,rx_nombuf,0
2026-05-13 23:05:14.000,0,ierrors,0
2026-05-13 23:05:14.000,n,Value,1
2026-05-13 23:05:15.000,0,obytes,2943595900
2026-05-13 23:05:15.000,0,oerrors,132
2026-05-13 23:05:15.000,0,ibytes,810
2026-05-13 23:05:15.000,0,opackets,49059969
2026-05-13 23:05:15.000,0,imissed,0
2026-05-13 23:05:15.000,0,ipackets,3
2026-05-13 23:05:15.000,0,rx_nombuf,0
2026-05-13 23:05:15.000,0,ierrors,0
2026-05-13 23:05:15.000,n,Value,1
2026-05-13 23:05:16.000,0,obytes,5175787836
2026-05-13 23:05:16.000,0,oerrors,232
2026-05-13 23:05:16.000,0,ibytes,810
2026-05-13 23:05:16.000,0,opackets,86263169
2026-05-13 23:05:16.000,0,imissed,0
2026-05-13 23:05:16.000,0,ipackets,3
2026-05-13 23:05:16.000,0,rx_nombuf,0
2026-05-13 23:05:16.000,0,ierrors,0
2026-05-13 23:05:16.000,n,Value,1
2026-05-13 23:05:17.000,0,obytes,7407979428
2026-05-13 23:05:17.000,0,oerrors,332
2026-05-13 23:05:17.000,0,ibytes,810
2026-05-13 23:05:17.000,0,opackets,123466359
2026-05-13 23:05:17.000,0,imissed,0
2026-05-13 23:05:17.000,0,ipackets,3
2026-05-13 23:05:17.000,0,rx_nombuf,0
2026-05-13 23:05:17.000,0,ierrors,0
2026-05-13 23:05:17.000,n,Value,1
